Tabla,Codigo,Nombre,Descripcion,Habilitado,Aplicacion,IsStandardGEL,IsStandardMSPS,Extra_I:Cobertura,Extra_II,Extra_III,Extra_IV,Extra_V,Extra_VI,Extra_VII,Extra_VIII,Extra_IX,Extra_X,ValorRegistro,UsuarioResponsable,Fecha_Actualizacion,IsPublicPrivate
CUPS,427402,ESOFAGOCARDIOMIOTOMIA ABDOMINAL O TORACICA(HELLER) POR LAPAROSCOPIA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.7.4.02,427402,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,427403,ESOFAGOCARDIOMIOTOMIA ENDOSCOPICA POR VIA ORAL(POEM),CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.7.4.03,427403,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,428101,INSERCION DE TUBO O PROTESIS (STENT) PERMANENTE EN ESOFAGO,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.8.1.01,428101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,428201,ESOFAGORRAFIA POR CERVICOTOMIA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.8.2.01,428201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,428202,ESOFAGORRAFIA POR TORACOTOMIA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.8.2.02,428202,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,428203,ESOFAGORRAFIA POR TORACOSCOPIA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.8.2.03,428203,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,428301,CIERRE DE ESOFAGOSTOMIA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.8.3.01,428301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,428501,REPARACION DE ESTENOSIS ESOFAGICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.8.5.01,428501,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,428601,CREACION DE TUNEL SUBCUTANEO SIN ANASTOMOSIS ESOFAGICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.8.6.01,428601,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,428701,REPARACION DE ATRESIA ESOFAGICA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.8.7.01,428701,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,428702,REPARACION DE ATRESIA ESOFAGICA POR TORACOSCOPIA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.8.7.02,428702,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,429102,LIGADURA DE VARICES ESOFAGICAS POR TRANSECCION GASTRICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.9.1.02,429102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,429103,LIGADURA DE VARICES ESOFAGICAS POR TORACOTOMIA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.9.1.03,429103,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,429104,LIGADURA DE VARICES ESOFAGICAS POR TORACOSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.9.1.04,429104,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,429209,DILATACION ESOFAGICA CON DISPOSITIVO,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.9.2.09,429209,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,429301,INSERCION DE DISPOSITIVO EN ESOFAGO VIA ENDOSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.9.3.01,429301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,429401,"EXTRACCION DE CUERPO EXTRANO O LESION LOCALIZADA EN ESOFAGO CON REPARO PRIMARIO, VIA CERVICAL",CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.9.4.01,429401,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,429402,"EXTRACCION DE CUERPO EXTRANO O LESION LOCALIZADA EN ESOFAGO CON REPARO PRIMARIO, VIA TRANSTORACICA",CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.9.4.02,429402,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,429405,EXTRACCION ENDOSCOPICA DE CUERPO EXTRANO EN ESOFAGO,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.9.4.05,429405,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,429501,INSERCION DE OTRO DISPOSITIVO ESOFAGOGASTRICO,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.9.5.01,429501,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,429601,REPOSICIONAMIENTO DE DISPOSITIVO EN ESOFAGO VIA ENDOSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.9.6.01,429601,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,429602,EXTRACCION DE DISPOSITIVO EN ESOFAGO VIA ENDOSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,42.9.6.02,429602,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,430102,EXTRACCION DE CUERPO EXTRANO MULTIPLE (BEZOARD) POR GASTROTOMIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.0.1.02,430102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,430103,EXTRACCION DE CUERPO EXTRANO MULTIPLE (BEZOARD) POR GASTROTOMIA POR LAPAROSCOPIA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.0.1.03,430103,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,431001,GASTROSTOMIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.1.0.01,431001,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,431002,GASTROSTOMIA VIA PERCUTANEA (ENDOSCOPICA),CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.1.0.02,431002,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,431003,GASTROSTOMIA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.1.0.03,431003,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,433101,PILOROMIOTOMIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.3.1.01,433101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,433102,PILOROMIOTOMIA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.3.1.02,433102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,434001,ESCISION DE POLIPOS GASTRICOS VIA ENDOSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.4.0.01,434001,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,434101,LIGADURA ENDOSCOPICA DE VARICES GASTRICAS,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.4.1.01,434101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,434102,CONTROL ENDOSCOPICO DE HEMORRAGIA GASTRICA MEDIANTE ESCLEROTERAPIA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.4.1.02,434102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,434103,CONTROL ENDOSCOPICO DE HEMORRAGIA GASTRICA MEDIANTE CORRIENTE BIPOLAR,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.4.1.03,434103,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,434104,OBLITERACION DE VARICES GASTRICAS,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.4.1.04,434104,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,434201,RESECCION DE LESION O TUMOR SUBMUCOSO GASTRICO VIA ENDOSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.4.2.01,434201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,434501,"MUCOSECTOMIA GASTRICA, VIA ENDOSCOPICA",CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.4.5.01,434501,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,436101,GASTRODUODENOSTOMIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.6.1.01,436101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,436102,GASTRODUODENOSTOMIA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.6.1.02,436102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,437101,GASTROYEYUNOSTOMIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.7.1.01,437101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,437102,GASTROYEYUNOSTOMIA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.7.1.02,437102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,437103,GASTROYEYUNOSTOMIA VIA ENDOSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.7.1.03,437103,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438101,GASTRECTOMIA SUBTOTAL RADICAL VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.1.01,438101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438102,GASTRECTOMIA SUBTOTAL RADICAL VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.1.02,438102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438201,GASTRECTOMIA PARCIAL CON RECONSTRUCCION CON VAGOTOMIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.2.01,438201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438202,GASTRECTOMIA PARCIAL CON RECONSTRUCCION CON VAGOTOMIA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.2.02,438202,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438203,GASTRECTOMIA PARCIAL CON RECONSTRUCCION SIN VAGOTOMIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.2.03,438203,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438204,GASTRECTOMIA PARCIAL CON RECONSTRUCCION SIN VAGOTOMIA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.2.04,438204,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438301,GASTROENTEROANASTOMOSIS DERIVATIVA (DUODENO O YEYUNO) CON EXCLUSION PILORICA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.3.01,438301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438302,GASTROENTEROANASTOMOSIS DERIVATIVA (DUODENO O YEYUNO) CON EXCLUSION PILORICA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.3.02,438302,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438303,GASTROENTEROANASTOMOSIS DERIVATIVA (DUODENO O YEYUNO) SIN EXCLUSION PILORICA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.3.03,438303,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438304,GASTROENTEROANASTOMOSIS DERIVATIVA (DUODENO O YEYUNO) SIN EXCLUSION PILORICA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.3.04,438304,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438401,GASTRECTOMIA VERTICAL(MANGA GASTRICA) VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.4.01,438401,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438402,GASTRECTOMIA VERTICAL(MANGA GASTRICA) POR LAPAROSCOPIA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.4.02,438402,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438501,REINTERVENCION O REVISION DE GASTRECTOMIA VERTICAL(MANGA GASTRICA) VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.5.01,438501,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438502,REINTERVENCION O REVISION DE GASTRECTOMIA VERTICAL(MANGA GASTRICA) POR LAPAROSCOPIA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.5.02,438502,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438503,CONVERSION DE GASTRECTOMIA VERTICAL(MANGA GASTRICA) A OTRA CIRUGIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.5.03,438503,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,438504,CONVERSION DE GASTRECTOMIA VERTICAL(MANGA GASTRICA) A OTRA CIRUGIA POR LAPAROSCOPIA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.8.5.04,438504,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,439001,GASTRECTOMIA TOTAL VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.9.0.01,439001,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,439002,GASTRECTOMIA TOTAL VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.9.0.02,439002,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,439003,GASTRECTOMIA TOTAL RADICAL VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.9.0.03,439003,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,439004,GASTRECTOMIA TOTAL RADICAL VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.9.0.04,439004,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,439101,RECONSTRUCCION GASTRICA CON INTERPOSICION INTESTINAL VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.9.1.01,439101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,439102,RECONSTRUCCION GASTRICA CON INTERPOSICION INTESTINAL VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.9.1.02,439102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,439201,RECONSTRUCCION GASTROINTESTINAL EN Y DE ROUX VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.9.2.01,439201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,439202,RECONSTRUCCION GASTROINTESTINAL EN Y DE ROUX VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.9.2.02,439202,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,439301,ESOFAGOGASTRECTOMIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.9.3.01,439301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,439302,ESOFAGOGASTRECTOMIA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,43.9.3.02,439302,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,440102,DISECCION DEL VAGO TRONCAL(VAGOTOMIA TRONCAL) CON O SIN PILOROPLASTIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.0.1.02,440102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,440103,DISECCION DEL VAGO TRONCAL(VAGOTOMIA TRONCAL) CON O SIN PILOROPLASTIA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.0.1.03,440103,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,440110,VAGOTOMIA TRONCAL (SERIOTOMIA ANTERIOR) VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.0.1.10,440110,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,440201,VAGOTOMIA SELECTIVA O SUPRASELECTIVA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.0.2.01,440201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,440202,VAGOTOMIA SELECTIVA O SUPRASELECTIVA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.0.2.02,440202,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,441101,GASTROSCOPIA TRANSABDOMINAL (INTRAQUIRURGICA) VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.1.1.01,441101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,441102,GASTROSCOPIA TRANSABDOMINAL (INTRAQUIRURGICA) VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.1.1.02,441102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,441201,GASTROSCOPIA A TRAVES DE ESTOMA ARTIFICIAL,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.1.2.01,441201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,441301,ESOFAGOGASTRODUODEOSCOPIA(EGD) CON EXTRACCION DE CUERPO EXTRANO,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.1.3.01,441301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,441302,ESOFAGOGASTRODUODENOSCOPIA(EGD) CON O SIN BIOPSIA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.1.3.02,441302,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,441303,ESOFAGOGASTRODUODENOSCOPIA(EGD) CON MAGNIFICACION O CROMOENDOSCOPIA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.1.3.03,441303,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,441304,MARCACION DE LESION EN ESOFAGO ESTOMAGO O DUODENO VIA ENDOSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.1.3.04,441304,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,441501,BIOPSIA DE ESTOMAGO VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.1.5.01,441501,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,441502,BIOPSIA DE ESTOMAGO VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.1.5.02,441502,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,442101,DILATACION DE PILORO MEDIANTE INCISION VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.2.1.01,442101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,442102,DILATACION DE PILORO MEDIANTE INCISION VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.2.1.02,442102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,442201,DILATACION DE PILORO VIA ENDOSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.2.2.01,442201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,442202,DILATACION DE ANASTOMOSIS GASTROENTERICA VIA ENDOSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.2.2.02,442202,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,442401,PILOROPLASTIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.2.4.01,442401,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,442402,PILOROPLASTIA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.2.4.02,442402,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,444001,SUTURA DE ULCERA PERFORADA CON O SIN VAGOTOMIA CON EPIPLOPLASTIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.4.0.01,444001,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,444002,SUTURA DE ULCERA PERFORADA CON O SIN VAGOTOMIA CON EPIPLOPLASTIA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.4.0.02,444002,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,444101,SUTURA DE ULCERA GASTRICA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.4.1.01,444101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,444102,SUTURA DE ULCERA GASTRICA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.4.1.02,444102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,444201,SUTURA DE ULCERA DUODENAL VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.4.2.01,444201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,444202,SUTURA DE ULCERA DUODENAL VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.4.2.02,444202,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,444305,CONTROL DE HEMORRAGIA GASTRICA O DUODENAL CON DISPOSITIVO VIA ENDOSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.4.3.05,444305,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,445101,REANASTOMOSIS DEL ESTOMAGO POR DEHISCENCIA DE LA SUTURA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.5.1.01,445101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,445102,REANASTOMOSIS DEL ESTOMAGO POR DEHISCENCIA DE LA SUTURA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.5.1.02,445102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,446101,SUTURA DE DESGARRO O HERIDA DE ESTOMAGO(GASTRORRAFIA) VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.6.1.01,446101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,446102,SUTURA DE DESGARRO O HERIDA DE ESTOMAGO(GASTRORRAFIA) VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.6.1.02,446102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,446201,CIERRE DE GASTROSTOMIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.6.2.01,446201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,446202,CIERRE DE GASTROSTOMIA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.6.2.02,446202,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,446301,CIERRE DE OTRA FISTULA GASTRICA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.6.3.01,446301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,446302,CIERRE DE OTRA FISTULA GASTRICA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.6.3.02,446302,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,446303,CIERRE DE PERFORACION O FISTULA GASTRICA VIA ENDOSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.6.3.03,446303,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,446401,GASTROPEXIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.6.4.01,446401,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,446402,GASTROPEXIA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.6.4.02,446402,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,446501,ESOFAGOGASTROPLASTIA VIA ABIERTA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.6.5.01,446501,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,446502,ESOFAGOGASTROPLASTIA VIA LAPAROSCOPICA,CapItulo 09 SISTEMA DIGESTIVO,SI,,False,False,SUBCATEGORIA,44.6.5.02,446502,,,,,,,NA,,,2025-04-03 11:27:25 AM,
